0.06,-0.004,0.0,0.0,0.03277746457855834,0.9994626745485805,起点用于初始化
1.841,0.111,0.0,0.0,-0.6269183787422048,-0.7790849417074145,起点到第一个拐弯
1.593,0.463,0.0,0.0,-0.99872239008061,-0.05053303426149866,第一个拐弯调整姿态
1.005,0.47,0.0,0.0,-0.9984414103191708,0.05580994678249867,任务领取区
0.175,0.645,0.0,0.0,-0.7509544901694464,-0.6603539609136504,任务领取区到第二个拐弯
0.431,0.941,0.0,0.0,0.06870598147868641,0.997636952056734,第二个拐弯调整姿态
1.804,1.125,0.0,0.0,0.5387964844822939,0.8424359609546124,第三个拐弯
1.764,1.502,0.0,0.0,-0.9993893482874007,-0.03494181634781931,第三个拐弯调整姿态
0.229,1.624,0.0,0.0,-0.7702894382833464,-0.6376944262490669,拐弯出口
0.139,3.18,0.0,0.0,0.9711857096697079,0.2383239755738938,测试点：土豆
0.755,2.258,0.0,0.0,0.40951877715175883,-0.9123016886754776,测试点：蛋糕
1.652,3.117,0.0,0.0,-0.049549715689743874,-0.9987716584260217,测试点：苹果
0.799,3.534,0.0,0.0,-0.1832016678343852,-0.9830753526066552,仿真点
1.689,4.06,0.0,0.0,-0.0469311136861977,-0.9988981282233805,仿真点到出口
2.935,4.138,0.0,0.0,-0.6887445845104728,-0.7250040670972103,第一个红绿灯
3.939,4.072,0.0,0.0,-0.705974312001336,-0.7082374395598134,第二个红绿灯
4.358,3.8,0.0,0.0,0.6521531033037541,-0.7580872837947374,第二个出口
2.459,3.878,0.0,0.0,0.7295627851653806,-0.6839138414316036,第一个出口
3.497,1.0,0.0,0.0,0.7024226586501727,-0.7117600779861307,终点障碍版
3.475,0.12,0.0,0.0,0.6345158025966495,-0.7729098888325402,终点
